,solar-rooftop,onwind,offwind
2023-12-13 23:30:00+01:00,0.0,0.12043066449607814,0.5880143490187804
2023-12-13 23:45:00+01:00,0.0,0.11943762024567114,0.5800232116480271
2023-12-14 00:00:00+01:00,0.0,0.11746485126535446,0.5648702257860309
2023-12-14 00:15:00+01:00,0.0,0.11982536628681367,0.5433424773158895
2023-12-14 00:30:00+01:00,0.0,0.11645996744117211,0.5070056974045157
2023-12-14 00:45:00+01:00,0.0,0.10895071777416013,0.4824266722937328
2023-12-14 01:00:00+01:00,0.0,0.10605890187953233,0.4652563832032074
2023-12-14 01:15:00+01:00,0.0,0.10269054314044694,0.4470816627980586
2023-12-14 01:30:00+01:00,0.0,0.09841497706082582,0.4178181050854611
2023-12-14 01:45:00+01:00,0.0,0.09152878496374131,0.39952099599071533
2023-12-14 02:00:00+01:00,0.0,0.08520201272754181,0.3690884152774847
2023-12-14 02:15:00+01:00,0.0,0.08630753292881456,0.34860941126820005
2023-12-14 02:30:00+01:00,0.0,0.07966553204084652,0.3261531968769783
2023-12-14 02:45:00+01:00,0.0,0.07778007991712298,0.31131884363789825
2023-12-14 03:00:00+01:00,0.0,0.08127719402101526,0.29766406414855456
2023-12-14 03:15:00+01:00,0.0,0.08449163830102116,0.28161848491242875
2023-12-14 03:30:00+01:00,0.0,0.08383306200976766,0.23765773369909263
2023-12-14 03:45:00+01:00,0.0,0.07638597010507621,0.2070204684532602
2023-12-14 04:00:00+01:00,0.0,0.0691534704750629,0.1896265034817472
2023-12-14 04:15:00+01:00,0.0,0.06332248039070594,0.17016670183583033
2023-12-14 04:30:00+01:00,0.0,0.05720882048246263,0.15865372441443343
2023-12-14 04:45:00+01:00,0.0,0.05226727837797839,0.13196876978265457
2023-12-14 05:00:00+01:00,0.0,0.04787775640076957,0.11117535345009497
2023-12-14 05:15:00+01:00,0.0,0.04162942134083173,0.09883519729900823
2023-12-14 05:30:00+01:00,0.0,0.03847417492970254,0.0942076387423507
2023-12-14 05:45:00+01:00,0.0,0.04108184105372206,0.08849335302806499
2023-12-14 06:00:00+01:00,0.0,0.0383321000443984,0.08492508968136737
2023-12-14 06:15:00+01:00,0.0,0.03210448423856741,0.08364844903988183
2023-12-14 06:30:00+01:00,0.0,0.02976764836465887,0.0764211859041992
2023-12-14 06:45:00+01:00,0.0,0.025890187953233685,0.07149820637265246
2023-12-14 07:00:00+01:00,0.0,0.02438952197720882,0.06909052542730534
2023-12-14 07:15:00+01:00,0.0,0.022344235607518127,0.06568263346697616
2023-12-14 07:30:00+01:00,0.0,0.01921266834393962,0.06979531546739819
2023-12-14 07:45:00+01:00,0.0,0.016946869912683144,0.07571850601392699
2023-12-14 08:00:00+01:00,0.0,0.0154314044694391,0.082774847014138
2023-12-14 08:15:00+01:00,0.0,0.014550836169897883,0.07452838151508757
2023-12-14 08:30:00+01:00,4.937865196280141e-06,0.014269646292733461,0.06450305971723992
2023-12-14 08:45:00+01:00,1.6459550654267138e-05,0.014916383010211634,0.06855243722304284
2023-12-14 09:00:00+01:00,7.44794667105588e-05,0.01365250850969365,0.06788351972990082
2023-12-14 09:15:00+01:00,0.0001724137931034483,0.01277490010359627,0.05401983540831399
2023-12-14 09:30:00+01:00,0.0003082050860011522,0.011932810418824921,0.0502321164802701
2023-12-14 09:45:00+01:00,0.00045839848572133983,0.011781855853189286,0.056571006541464436
2023-12-14 10:00:00+01:00,0.0005744383178339232,0.010503181885452123,0.062462544840683684
2023-12-14 10:15:00+01:00,0.0007094066331989136,0.010300429184549355,0.05756699725680523
